venta_id,fecha,hora,cliente_id,producto_id,cantidad,precio_unitario,subtotal,descuento_aplicado,total,fecha_carga,fuente_dato,nombre_producto,categoria,precio_catalogo,nombre_cliente,apellido,ciudad,es_premium,diferencia_precio,descuento_valor,categoria_venta
VEN0126,2025-02-10,18:34,CLI021,PROD001,1,56.56,56.56,0.1,50.9,2026-03-22 19:31:25,ventas,Auriculares Bluetooth,Electrónica,56.56,Carlos,Morales,Málaga,True,0.0,5.656000000000001,Media
VEN0127,2025-02-15,13:37,CLI039,PROD022,4,11.31,45.24,0.1,40.72,2026-03-22 19:31:25,ventas,Toallas Pack 4,Hogar,11.31,Isabel,Martínez,Sevilla,True,0.0,4.524,Baja
VEN0128,2025-02-23,12:29,CLI039,PROD029,2,44.39,88.78,0.1,79.9,2026-03-22 19:31:25,ventas,Marco Fotos,Hogar,44.39,Isabel,Martínez,Sevilla,True,0.0,8.878,Media
VEN0129,2025-02-13,21:30,CLI014,PROD010,2,60.59,121.18,0.1,109.06,2026-03-22 19:31:25,ventas,Lámpara LED,Electrónica,60.59,María,Ramírez,Murcia,True,0.0,12.118000000000002,Media
VEN0130,2025-02-13,17:22,CLI074,PROD003,3,29.51,88.53,0.0,88.53,2026-03-22 19:31:25,ventas,Teclado Mecánico,Electrónica,29.51,Fernando,López,Sevilla,False,0.0,0.0,Media
VEN0131,2025-02-23,12:01,CLI085,PROD015,4,25.34,101.36,0.1,91.22,2026-03-22 19:31:25,ventas,Chaqueta Impermeable,Ropa,25.34,Beatriz,Fernández,Madrid,True,0.0,10.136000000000001,Media
VEN0132,2025-02-09,08:36,CLI088,PROD007,1,29.21,29.21,0.0,29.21,2026-03-22 19:31:25,ventas,Memoria USB 32GB,Electrónica,29.21,Pedro,Ramírez,Murcia,False,0.0,0.0,Baja
VEN0133,2025-02-20,19:31,CLI037,PROD016,2,57.95,115.9,0.1,104.31,2026-03-22 19:31:25,ventas,Gorra Deportiva,Ropa,57.95,Beatriz,Jiménez,Valencia,True,0.0,11.590000000000002,Media
VEN0134,2025-02-20,20:22,CLI029,PROD045,2,31.91,63.82,0.1,57.44,2026-03-22 19:31:25,ventas,Manual Python,Libros,31.91,Diego,Morales,Barcelona,True,0.0,6.382000000000001,Media
VEN0135,2025-02-20,12:43,CLI097,PROD025,2,32.25,64.5,0.1,58.05,2026-03-22 19:31:25,ventas,Alfombra Sala,Hogar,32.25,Javier,Díaz,Sevilla,True,0.0,6.45,Media
VEN0136,2025-02-21,09:57,CLI081,PROD037,1,15.72,15.72,0.1,14.15,2026-03-22 19:31:25,ventas,Mochila Deportiva,Deportes,15.72,Carlos,Sánchez,Murcia,True,0.0,1.572,Baja
VEN0137,2025-02-10,20:28,CLI005,PROD024,5,45.19,225.95,0.1,203.36,2026-03-22 19:31:25,ventas,Cortinas Blackout,Hogar,45.19,Beatriz,González,Madrid,True,0.0,22.595,Alta
VEN0138,2025-02-12,19:08,CLI012,PROD028,3,49.38,148.14,0.0,148.14,2026-03-22 19:31:25,ventas,Reloj Pared,Hogar,49.38,Antonio,García,Barcelona,False,0.0,0.0,Media
VEN0139,2025-02-11,19:26,CLI023,PROD027,2,17.57,35.14,0.0,35.14,2026-03-22 19:31:25,ventas,Espejo Pared,Hogar,17.57,Patricia,Torres,Murcia,False,0.0,0.0,Baja
VEN0140,2025-02-05,20:34,CLI047,PROD030,5,19.67,98.35,0.0,98.35,2026-03-22 19:31:25,ventas,Velas Aromáticas Pack 3,Hogar,19.67,Roberto,Flores,Madrid,False,0.0,0.0,Media
VEN0141,2025-02-17,12:53,CLI022,PROD024,3,45.19,135.57,0.1,122.01,2026-03-22 19:31:25,ventas,Cortinas Blackout,Hogar,45.19,Carmen,Ruiz,Murcia,True,0.0,13.557,Media
VEN0142,2025-02-27,15:51,CLI038,PROD049,3,13.49,40.47,0.1,36.42,2026-03-22 19:31:25,ventas,Poesía Clásica,Libros,13.49,Pedro,Martínez,Barcelona,True,0.0,4.047,Baja
VEN0143,2025-02-26,09:29,CLI010,PROD033,2,33.46,66.92,0.0,66.92,2026-03-22 19:31:25,ventas,Pesas 2kg Par,Deportes,33.46,Beatriz,Torres,Sevilla,False,0.0,0.0,Media
VEN0144,2025-02-25,11:55,CLI087,PROD044,4,32.83,131.32,0.0,131.32,2026-03-22 19:31:25,ventas,Biografía Histórica,Libros,32.83,Raquel,Torres,Bilbao,False,0.0,0.0,Media
VEN0145,2025-02-28,20:35,CLI047,PROD009,1,27.92,27.92,0.0,27.92,2026-03-22 19:31:25,ventas,Adaptador HDMI,Electrónica,27.92,Roberto,Flores,Madrid,False,0.0,0.0,Baja
VEN0146,2025-02-26,14:00,CLI034,PROD039,5,34.09,170.45,0.1,153.4,2026-03-22 19:31:25,ventas,Rodilleras,Deportes,34.09,Javier,Ramírez,Murcia,True,0.0,17.044999999999998,Alta
VEN0147,2025-02-04,15:23,CLI087,PROD035,3,12.5,37.5,0.0,37.5,2026-03-22 19:31:25,ventas,Banda Elástica,Deportes,12.5,Raquel,Torres,Bilbao,False,0.0,0.0,Baja
VEN0148,2025-02-19,14:52,CLI082,PROD016,3,57.95,173.85,0.0,173.85,2026-03-22 19:31:25,ventas,Gorra Deportiva,Ropa,57.95,Raquel,Rodríguez,Sevilla,False,0.0,0.0,Alta
VEN0149,2025-02-04,18:14,CLI061,PROD014,1,45.51,45.51,0.1,40.96,2026-03-22 19:31:25,ventas,Zapatillas Deportivas,Ropa,45.51,Ana,López,Málaga,True,0.0,4.551,Baja
VEN0150,2025-02-20,16:20,CLI079,PROD029,2,44.39,88.78,0.1,79.9,2026-03-22 19:31:25,ventas,Marco Fotos,Hogar,44.39,Luis,Díaz,Málaga,True,0.0,8.878,Media
VEN0151,2025-02-21,09:40,CLI060,PROD021,3,13.24,39.72,0.0,39.72,2026-03-22 19:31:25,ventas,Juego Sábanas,Hogar,13.24,Diego,Morales,Valencia,False,0.0,0.0,Baja
VEN0152,2025-02-21,14:07,CLI018,PROD044,1,32.83,32.83,0.0,32.83,2026-03-22 19:31:25,ventas,Biografía Histórica,Libros,32.83,Juan,Sánchez,Sevilla,False,0.0,0.0,Baja
VEN0153,2025-02-02,12:31,CLI015,PROD006,1,17.07,17.07,0.1,15.36,2026-03-22 19:31:25,ventas,Cargador Portátil,Electrónica,17.07,Laura,Ruiz,Murcia,True,0.0,1.707,Baja
VEN0154,2025-02-08,16:08,CLI050,PROD026,4,10.92,43.68,0.0,43.68,2026-03-22 19:31:25,ventas,Lámpara Mesa,Hogar,10.92,Roberto,Sánchez,Málaga,False,0.0,0.0,Baja
VEN0155,2025-02-12,18:47,CLI090,PROD014,5,45.51,227.55,0.0,227.55,2026-03-22 19:31:25,ventas,Zapatillas Deportivas,Ropa,45.51,Diego,González,Murcia,False,0.0,0.0,Alta
VEN0156,2025-02-14,17:47,CLI094,PROD008,2,54.13,108.26,0.1,97.43,2026-03-22 19:31:25,ventas,Hub USB,Electrónica,54.13,Fernando,Fernández,Bilbao,True,0.0,10.826,Media
VEN0157,2025-02-14,18:06,CLI063,PROD003,5,29.51,147.55,0.0,147.55,2026-03-22 19:31:25,ventas,Teclado Mecánico,Electrónica,29.51,Antonio,Sánchez,Sevilla,False,0.0,0.0,Media
VEN0158,2025-02-14,12:02,CLI089,PROD023,3,42.83,128.49,0.0,128.49,2026-03-22 19:31:25,ventas,Cojín Decorativo,Hogar,42.83,Diego,Morales,Zaragoza,False,0.0,0.0,Media
VEN0159,2025-02-07,15:28,CLI031,PROD042,3,30.13,90.39,0.1,81.35,2026-03-22 19:31:25,ventas,Libro Cocina,Libros,30.13,Pedro,Rodríguez,Murcia,True,0.0,9.039,Media
VEN0160,2025-02-04,18:23,CLI070,PROD021,3,13.24,39.72,0.1,35.75,2026-03-22 19:31:25,ventas,Juego Sábanas,Hogar,13.24,Carmen,García,Bilbao,True,0.0,3.972,Baja
VEN0161,2025-02-02,14:17,CLI025,PROD046,1,15.32,15.32,0.1,13.79,2026-03-22 19:31:25,ventas,Libro Autoayuda,Libros,15.32,Miguel,Rodríguez,Bilbao,True,0.0,1.532,Baja
VEN0162,2025-02-28,21:29,CLI012,PROD029,2,44.39,88.78,0.0,88.78,2026-03-22 19:31:25,ventas,Marco Fotos,Hogar,44.39,Antonio,García,Barcelona,False,0.0,0.0,Media
VEN0163,2025-02-21,18:38,CLI003,PROD033,1,33.46,33.46,0.0,33.46,2026-03-22 19:31:25,ventas,Pesas 2kg Par,Deportes,33.46,Juan,López,Valencia,False,0.0,0.0,Baja
VEN0164,2025-02-26,13:15,CLI017,PROD003,5,29.51,147.55,0.0,147.55,2026-03-22 19:31:25,ventas,Teclado Mecánico,Electrónica,29.51,Luis,Rodríguez,Málaga,False,0.0,0.0,Media
VEN0165,2025-02-07,09:53,CLI098,PROD005,5,20.65,103.25,0.0,103.25,2026-03-22 19:31:25,ventas,Cable USB-C,Electrónica,20.65,Carmen,Rodríguez,Murcia,False,0.0,0.0,Media
VEN0166,2025-02-07,17:13,CLI030,PROD030,3,19.67,59.01,0.1,53.11,2026-03-22 19:31:25,ventas,Velas Aromáticas Pack 3,Hogar,19.67,Carlos,Ruiz,Madrid,True,0.0,5.901,Media
VEN0167,2025-02-25,10:50,CLI077,PROD038,1,19.45,19.45,0.1,17.5,2026-03-22 19:31:25,ventas,Toalla Microfibra,Deportes,19.45,Raquel,Fernández,Murcia,True,0.0,1.945,Baja
VEN0168,2025-02-09,21:09,CLI017,PROD022,5,11.31,56.55,0.0,56.55,2026-03-22 19:31:25,ventas,Toallas Pack 4,Hogar,11.31,Luis,Rodríguez,Málaga,False,0.0,0.0,Media
VEN0169,2025-02-09,20:11,CLI015,PROD018,1,16.64,16.64,0.1,14.98,2026-03-22 19:31:25,ventas,Bufanda Lana,Ropa,16.64,Laura,Ruiz,Murcia,True,0.0,1.6640000000000001,Baja
VEN0170,2025-02-05,08:22,CLI031,PROD044,5,32.83,164.15,0.1,147.74,2026-03-22 19:31:25,ventas,Biografía Histórica,Libros,32.83,Pedro,Rodríguez,Murcia,True,0.0,16.415000000000003,Media
VEN0171,2025-02-11,08:11,CLI034,PROD035,1,12.5,12.5,0.1,11.25,2026-03-22 19:31:25,ventas,Banda Elástica,Deportes,12.5,Javier,Ramírez,Murcia,True,0.0,1.25,Baja
VEN0172,2025-02-05,19:26,CLI068,PROD045,1,31.91,31.91,0.0,31.91,2026-03-22 19:31:25,ventas,Manual Python,Libros,31.91,Carlos,Martínez,Bilbao,False,0.0,0.0,Baja
VEN0173,2025-02-24,09:30,CLI058,PROD027,3,17.57,52.71,0.1,47.44,2026-03-22 19:31:25,ventas,Espejo Pared,Hogar,17.57,Carlos,Jiménez,Málaga,True,0.0,5.271000000000001,Baja
VEN0174,2025-02-17,17:06,CLI058,PROD010,5,60.59,302.95,0.1,272.65,2026-03-22 19:31:25,ventas,Lámpara LED,Electrónica,60.59,Carlos,Jiménez,Málaga,True,0.0,30.295,Alta
VEN0175,2025-02-08,17:02,CLI094,PROD006,5,17.07,85.35,0.1,76.82,2026-03-22 19:31:25,ventas,Cargador Portátil,Electrónica,17.07,Fernando,Fernández,Bilbao,True,0.0,8.535,Media
VEN0176,2025-02-10,15:41,CLI004,PROD012,1,25.35,25.35,0.0,25.35,2026-03-22 19:31:25,ventas,Jeans Clásicos,Ropa,25.35,Roberto,Martínez,Bilbao,False,0.0,0.0,Baja
VEN0177,2025-02-16,21:25,CLI055,PROD023,1,42.83,42.83,0.1,38.55,2026-03-22 19:31:25,ventas,Cojín Decorativo,Hogar,42.83,Fernando,García,Barcelona,True,0.0,4.283,Baja
VEN0178,2025-02-16,19:58,CLI057,PROD016,1,57.95,57.95,0.0,57.95,2026-03-22 19:31:25,ventas,Gorra Deportiva,Ropa,57.95,Javier,López,Madrid,False,0.0,0.0,Media
VEN0179,2025-02-03,13:38,CLI019,PROD020,1,47.03,47.03,0.1,42.33,2026-03-22 19:31:25,ventas,Cinturón Cuero,Ropa,47.03,Ana,Torres,Sevilla,True,0.0,4.703,Baja
VEN0180,2025-02-05,12:39,CLI082,PROD009,5,27.92,139.6,0.0,139.6,2026-03-22 19:31:25,ventas,Adaptador HDMI,Electrónica,27.92,Raquel,Rodríguez,Sevilla,False,0.0,0.0,Media
VEN0181,2025-02-18,19:20,CLI049,PROD030,5,19.67,98.35,0.0,98.35,2026-03-22 19:31:25,ventas,Velas Aromáticas Pack 3,Hogar,19.67,Juan,Ramírez,Valencia,False,0.0,0.0,Media
VEN0182,2025-02-17,12:29,CLI065,PROD029,5,44.39,221.95,0.1,199.76,2026-03-22 19:31:25,ventas,Marco Fotos,Hogar,44.39,Sofía,Rodríguez,Málaga,True,0.0,22.195,Alta
VEN0183,2025-02-14,09:50,CLI090,PROD012,1,25.35,25.35,0.0,25.35,2026-03-22 19:31:25,ventas,Jeans Clásicos,Ropa,25.35,Diego,González,Murcia,False,0.0,0.0,Baja
VEN0184,2025-02-28,18:41,CLI099,PROD002,5,63.2,316.0,0.0,316.0,2026-03-22 19:31:25,ventas,Mouse Inalámbrico,Electrónica,63.2,Elena,Ruiz,Bilbao,False,0.0,0.0,Alta
VEN0185,2025-02-24,21:13,CLI056,PROD030,4,19.67,78.68,0.1,70.81,2026-03-22 19:31:25,ventas,Velas Aromáticas Pack 3,Hogar,19.67,Fernando,García,Málaga,True,0.0,7.868000000000001,Media
VEN0186,2025-02-08,14:21,CLI059,PROD029,4,44.39,177.56,0.1,159.8,2026-03-22 19:31:25,ventas,Marco Fotos,Hogar,44.39,Juan,Pérez,Bilbao,True,0.0,17.756,Alta
VEN0187,2025-02-14,19:06,CLI041,PROD013,4,48.42,193.68,0.0,193.68,2026-03-22 19:31:25,ventas,Sudadera con Capucha,Ropa,48.42,Carmen,Sánchez,Málaga,False,0.0,0.0,Alta
VEN0188,2025-02-11,18:16,CLI048,PROD016,2,57.95,115.9,0.1,104.31,2026-03-22 19:31:25,ventas,Gorra Deportiva,Ropa,57.95,Juan,Jiménez,Valencia,True,0.0,11.590000000000002,Media
VEN0189,2025-02-22,15:04,CLI012,PROD044,1,32.83,32.83,0.0,32.83,2026-03-22 19:31:25,ventas,Biografía Histórica,Libros,32.83,Antonio,García,Barcelona,False,0.0,0.0,Baja
VEN0190,2025-02-03,14:06,CLI096,PROD020,3,47.03,141.09,0.0,141.09,2026-03-22 19:31:25,ventas,Cinturón Cuero,Ropa,47.03,Antonio,García,Málaga,False,0.0,0.0,Media
VEN0191,2025-02-26,10:35,CLI008,PROD007,5,29.21,146.05,0.1,131.45,2026-03-22 19:31:25,ventas,Memoria USB 32GB,Electrónica,29.21,Ana,Ramírez,Zaragoza,True,0.0,14.605000000000002,Media
VEN0192,2025-02-18,16:21,CLI086,PROD019,1,40.98,40.98,0.0,40.98,2026-03-22 19:31:25,ventas,Guantes Invierno,Ropa,40.98,Juan,Fernández,Valencia,False,0.0,0.0,Baja
VEN0193,2025-02-14,13:55,CLI086,PROD027,4,17.57,70.28,0.0,70.28,2026-03-22 19:31:25,ventas,Espejo Pared,Hogar,17.57,Juan,Fernández,Valencia,False,0.0,0.0,Media
VEN0194,2025-02-28,19:03,CLI037,PROD010,5,60.59,302.95,0.1,272.65,2026-03-22 19:31:25,ventas,Lámpara LED,Electrónica,60.59,Beatriz,Jiménez,Valencia,True,0.0,30.295,Alta
VEN0195,2025-02-10,13:06,CLI074,PROD016,5,57.95,289.75,0.0,289.75,2026-03-22 19:31:25,ventas,Gorra Deportiva,Ropa,57.95,Fernando,López,Sevilla,False,0.0,0.0,Alta
VEN0196,2025-02-07,10:42,CLI062,PROD011,2,22.58,45.16,0.1,40.64,2026-03-22 19:31:25,ventas,Camiseta Básica,Ropa,22.58,Carmen,López,Barcelona,True,0.0,4.516,Baja
VEN0197,2025-02-28,09:22,CLI072,PROD025,3,32.25,96.75,0.0,96.75,2026-03-22 19:31:25,ventas,Alfombra Sala,Hogar,32.25,Roberto,Pérez,Barcelona,False,0.0,0.0,Media
VEN0198,2025-02-04,20:17,CLI074,PROD025,2,32.25,64.5,0.0,64.5,2026-03-22 19:31:25,ventas,Alfombra Sala,Hogar,32.25,Fernando,López,Sevilla,False,0.0,0.0,Media
VEN0199,2025-02-26,14:54,CLI072,PROD025,5,32.25,161.25,0.0,161.25,2026-03-22 19:31:25,ventas,Alfombra Sala,Hogar,32.25,Roberto,Pérez,Barcelona,False,0.0,0.0,Alta
VEN0200,2025-02-20,18:41,CLI072,PROD044,1,32.83,32.83,0.0,32.83,2026-03-22 19:31:25,ventas,Biografía Histórica,Libros,32.83,Roberto,Pérez,Barcelona,False,0.0,0.0,Baja
VEN0201,2025-02-20,18:53,CLI089,PROD042,3,30.13,90.39,0.0,90.39,2026-03-22 19:31:25,ventas,Libro Cocina,Libros,30.13,Diego,Morales,Zaragoza,False,0.0,0.0,Media
VEN0202,2025-02-01,10:17,CLI090,PROD027,3,17.57,52.71,0.0,52.71,2026-03-22 19:31:25,ventas,Espejo Pared,Hogar,17.57,Diego,González,Murcia,False,0.0,0.0,Media
VEN0203,2025-02-11,13:00,CLI024,PROD017,2,16.91,33.82,0.0,33.82,2026-03-22 19:31:25,ventas,Calcetines Pack 3,Ropa,16.91,Javier,Sánchez,Barcelona,False,0.0,0.0,Baja
VEN0204,2025-02-19,18:25,CLI009,PROD050,2,23.47,46.94,0.0,46.94,2026-03-22 19:31:25,ventas,Thriller Político,Libros,23.47,Beatriz,Jiménez,Barcelona,False,0.0,0.0,Baja
VEN0205,2025-02-24,18:01,CLI012,PROD004,5,58.99,294.95,0.0,294.95,2026-03-22 19:31:25,ventas,Webcam HD,Electrónica,58.99,Antonio,García,Barcelona,False,0.0,0.0,Alta
VEN0206,2025-02-07,14:26,CLI059,PROD043,3,16.69,50.07,0.1,45.06,2026-03-22 19:31:25,ventas,Guía Viajes Europa,Libros,16.69,Juan,Pérez,Bilbao,True,0.0,5.007000000000001,Baja
VEN0207,2025-02-06,13:19,CLI093,PROD035,3,12.5,37.5,0.0,37.5,2026-03-22 19:31:25,ventas,Banda Elástica,Deportes,12.5,Sofía,Martínez,Bilbao,False,0.0,0.0,Baja
VEN0208,2025-02-25,17:38,CLI011,PROD004,1,58.99,58.99,0.0,58.99,2026-03-22 19:31:25,ventas,Webcam HD,Electrónica,58.99,Pedro,Díaz,Madrid,False,0.0,0.0,Media
VEN0209,2025-02-05,10:48,CLI080,PROD028,1,49.38,49.38,0.1,44.44,2026-03-22 19:31:25,ventas,Reloj Pared,Hogar,49.38,Luis,Sánchez,Sevilla,True,0.0,4.938000000000001,Baja
VEN0210,2025-02-22,09:17,CLI057,PROD021,4,13.24,52.96,0.0,52.96,2026-03-22 19:31:25,ventas,Juego Sábanas,Hogar,13.24,Javier,López,Madrid,False,0.0,0.0,Media
VEN0211,2025-02-16,17:28,CLI054,PROD023,3,42.83,128.49,0.0,128.49,2026-03-22 19:31:25,ventas,Cojín Decorativo,Hogar,42.83,Pedro,Ramírez,Murcia,False,0.0,0.0,Media
VEN0212,2025-02-07,20:32,CLI015,PROD045,3,31.91,95.73,0.1,86.16,2026-03-22 19:31:25,ventas,Manual Python,Libros,31.91,Laura,Ruiz,Murcia,True,0.0,9.573,Media
VEN0213,2025-02-14,09:18,CLI087,PROD008,5,54.13,270.65,0.0,270.65,2026-03-22 19:31:25,ventas,Hub USB,Electrónica,54.13,Raquel,Torres,Bilbao,False,0.0,0.0,Alta
VEN0214,2025-02-16,16:42,CLI040,PROD025,1,32.25,32.25,0.0,32.25,2026-03-22 19:31:25,ventas,Alfombra Sala,Hogar,32.25,Roberto,Martínez,Bilbao,False,0.0,0.0,Baja
VEN0215,2025-02-08,14:38,CLI008,PROD034,1,42.78,42.78,0.1,38.5,2026-03-22 19:31:25,ventas,Cuerda Saltar,Deportes,42.78,Ana,Ramírez,Zaragoza,True,0.0,4.2780000000000005,Baja
VEN0216,2025-02-07,12:13,CLI099,PROD031,2,39.19,78.38,0.0,78.38,2026-03-22 19:31:25,ventas,Botella Agua 1L,Deportes,39.19,Elena,Ruiz,Bilbao,False,0.0,0.0,Media
VEN0217,2025-02-25,12:18,CLI042,PROD048,1,21.47,21.47,0.0,21.47,2026-03-22 19:31:25,ventas,Enciclopedia Natural,Libros,21.47,Isabel,López,Zaragoza,False,0.0,0.0,Baja
VEN0218,2025-02-01,15:47,CLI056,PROD048,2,21.47,42.94,0.1,38.65,2026-03-22 19:31:25,ventas,Enciclopedia Natural,Libros,21.47,Fernando,García,Málaga,True,0.0,4.294,Baja
VEN0219,2025-02-05,14:34,CLI091,PROD035,2,12.5,25.0,0.1,22.5,2026-03-22 19:31:25,ventas,Banda Elástica,Deportes,12.5,Diego,González,Málaga,True,0.0,2.5,Baja
VEN0220,2025-02-17,16:53,CLI086,PROD021,3,13.24,39.72,0.0,39.72,2026-03-22 19:31:25,ventas,Juego Sábanas,Hogar,13.24,Juan,Fernández,Valencia,False,0.0,0.0,Baja
VEN0221,2025-02-03,14:55,CLI095,PROD002,1,63.2,63.2,0.0,63.2,2026-03-22 19:31:25,ventas,Mouse Inalámbrico,Electrónica,63.2,Javier,Rodríguez,Madrid,False,0.0,0.0,Media
VEN0222,2025-02-14,08:29,CLI010,PROD045,3,31.91,95.73,0.0,95.73,2026-03-22 19:31:25,ventas,Manual Python,Libros,31.91,Beatriz,Torres,Sevilla,False,0.0,0.0,Media
VEN0223,2025-02-19,14:36,CLI052,PROD046,4,15.32,61.28,0.1,55.15,2026-03-22 19:31:25,ventas,Libro Autoayuda,Libros,15.32,Javier,Morales,Zaragoza,True,0.0,6.128,Media
VEN0224,2025-02-10,09:25,CLI003,PROD017,3,16.91,50.73,0.0,50.73,2026-03-22 19:31:25,ventas,Calcetines Pack 3,Ropa,16.91,Juan,López,Valencia,False,0.0,0.0,Media
VEN0225,2025-02-06,20:39,CLI059,PROD020,3,47.03,141.09,0.1,126.98,2026-03-22 19:31:25,ventas,Cinturón Cuero,Ropa,47.03,Juan,Pérez,Bilbao,True,0.0,14.109000000000002,Media
VEN0226,2025-02-03,14:54,CLI014,PROD020,2,47.03,94.06,0.1,84.65,2026-03-22 19:31:25,ventas,Cinturón Cuero,Ropa,47.03,María,Ramírez,Murcia,True,0.0,9.406,Media
VEN0227,2025-02-14,17:25,CLI068,PROD032,1,22.96,22.96,0.0,22.96,2026-03-22 19:31:25,ventas,Yoga Mat,Deportes,22.96,Carlos,Martínez,Bilbao,False,0.0,0.0,Baja
VEN0228,2025-02-13,21:19,CLI096,PROD026,3,10.92,32.76,0.0,32.76,2026-03-22 19:31:25,ventas,Lámpara Mesa,Hogar,10.92,Antonio,García,Málaga,False,0.0,0.0,Baja
VEN0229,2025-02-08,13:49,CLI022,PROD042,1,30.13,30.13,0.1,27.12,2026-03-22 19:31:25,ventas,Libro Cocina,Libros,30.13,Carmen,Ruiz,Murcia,True,0.0,3.013,Baja
VEN0230,2025-02-17,18:07,CLI068,PROD022,5,11.31,56.55,0.0,56.55,2026-03-22 19:31:25,ventas,Toallas Pack 4,Hogar,11.31,Carlos,Martínez,Bilbao,False,0.0,0.0,Media
VEN0231,2025-02-07,20:22,CLI045,PROD046,2,15.32,30.64,0.1,27.58,2026-03-22 19:31:25,ventas,Libro Autoayuda,Libros,15.32,Laura,Jiménez,Málaga,True,0.0,3.064,Baja
VEN0232,2025-02-08,09:09,CLI033,PROD038,2,19.45,38.9,0.0,38.9,2026-03-22 19:31:25,ventas,Toalla Microfibra,Deportes,19.45,Ana,Rodríguez,Zaragoza,False,0.0,0.0,Baja
VEN0233,2025-02-06,17:09,CLI098,PROD050,1,23.47,23.47,0.0,23.47,2026-03-22 19:31:25,ventas,Thriller Político,Libros,23.47,Carmen,Rodríguez,Murcia,False,0.0,0.0,Baja
VEN0234,2025-02-06,20:40,CLI064,PROD021,4,13.24,52.96,0.1,47.66,2026-03-22 19:31:25,ventas,Juego Sábanas,Hogar,13.24,Luis,Morales,Sevilla,True,0.0,5.296,Baja
VEN0235,2025-02-25,17:48,CLI075,PROD007,4,29.21,116.84,0.1,105.16,2026-03-22 19:31:25,ventas,Memoria USB 32GB,Electrónica,29.21,Pedro,Torres,Zaragoza,True,0.0,11.684000000000001,Media
VEN0236,2025-02-22,17:41,CLI082,PROD050,5,23.47,117.35,0.0,117.35,2026-03-22 19:31:25,ventas,Thriller Político,Libros,23.47,Raquel,Rodríguez,Sevilla,False,0.0,0.0,Media
VEN0237,2025-02-11,21:40,CLI041,PROD039,2,34.09,68.18,0.0,68.18,2026-03-22 19:31:25,ventas,Rodilleras,Deportes,34.09,Carmen,Sánchez,Málaga,False,0.0,0.0,Media
VEN0238,2025-02-15,09:30,CLI057,PROD023,3,42.83,128.49,0.0,128.49,2026-03-22 19:31:25,ventas,Cojín Decorativo,Hogar,42.83,Javier,López,Madrid,False,0.0,0.0,Media
VEN0239,2025-02-26,12:37,CLI008,PROD014,3,45.51,136.53,0.1,122.88,2026-03-22 19:31:25,ventas,Zapatillas Deportivas,Ropa,45.51,Ana,Ramírez,Zaragoza,True,0.0,13.653,Media
VEN0240,2025-02-17,09:19,CLI060,PROD018,4,16.64,66.56,0.0,66.56,2026-03-22 19:31:25,ventas,Bufanda Lana,Ropa,16.64,Diego,Morales,Valencia,False,0.0,0.0,Media
VEN0241,2025-02-02,08:23,CLI037,PROD034,1,42.78,42.78,0.1,38.5,2026-03-22 19:31:25,ventas,Cuerda Saltar,Deportes,42.78,Beatriz,Jiménez,Valencia,True,0.0,4.2780000000000005,Baja
VEN0242,2025-02-21,21:54,CLI012,PROD015,5,25.34,126.7,0.0,126.7,2026-03-22 19:31:25,ventas,Chaqueta Impermeable,Ropa,25.34,Antonio,García,Barcelona,False,0.0,0.0,Media
VEN0243,2025-02-20,16:24,CLI060,PROD044,5,32.83,164.15,0.0,164.15,2026-03-22 19:31:25,ventas,Biografía Histórica,Libros,32.83,Diego,Morales,Valencia,False,0.0,0.0,Alta
VEN0244,2025-02-18,20:47,CLI006,PROD002,4,63.2,252.8,0.0,252.8,2026-03-22 19:31:25,ventas,Mouse Inalámbrico,Electrónica,63.2,Fernando,Flores,Zaragoza,False,0.0,0.0,Alta
VEN0245,2025-02-26,17:41,CLI025,PROD011,3,22.58,67.74,0.1,60.97,2026-03-22 19:31:25,ventas,Camiseta Básica,Ropa,22.58,Miguel,Rodríguez,Bilbao,True,0.0,6.774,Media
VEN0246,2025-02-20,15:32,CLI020,PROD030,1,19.67,19.67,0.1,17.7,2026-03-22 19:31:25,ventas,Velas Aromáticas Pack 3,Hogar,19.67,Ana,Martínez,Madrid,True,0.0,1.9670000000000003,Baja
VEN0247,2025-02-15,09:51,CLI044,PROD022,1,11.31,11.31,0.0,11.31,2026-03-22 19:31:25,ventas,Toallas Pack 4,Hogar,11.31,María,Díaz,Sevilla,False,0.0,0.0,Baja
VEN0248,2025-02-17,18:11,CLI006,PROD035,2,12.5,25.0,0.0,25.0,2026-03-22 19:31:25,ventas,Banda Elástica,Deportes,12.5,Fernando,Flores,Zaragoza,False,0.0,0.0,Baja
VEN0249,2025-02-23,15:28,CLI068,PROD039,5,34.09,170.45,0.0,170.45,2026-03-22 19:31:25,ventas,Rodilleras,Deportes,34.09,Carlos,Martínez,Bilbao,False,0.0,0.0,Alta
VEN0250,2025-02-20,10:23,CLI048,PROD037,3,15.72,47.16,0.1,42.44,2026-03-22 19:31:25,ventas,Mochila Deportiva,Deportes,15.72,Juan,Jiménez,Valencia,True,0.0,4.716,Baja
VEN0251,2025-02-13,14:49,CLI044,PROD022,5,11.31,56.55,0.0,56.55,2026-03-22 19:31:25,ventas,Toallas Pack 4,Hogar,11.31,María,Díaz,Sevilla,False,0.0,0.0,Media
